Age_Group,Gender,Occupation,Income,Shopping_Frequency,Platform,Monthly_Spend,Style,Struggle_Outfits,Occasion_Issue,Body_Fit_Issue,Lack_Inspiration,Budget_Issue,AI_Outfit_Interest,Virtual_TryOn_Interest,Wardrobe_Feature,MixMatch_Feature,AI_Chat,Budget_Feature,Privacy_Comfort,Purchase_Driver,Outfit_Budget,Subscription_Amount,Adoption
18-21,Male,Student,20000-50000,Weekly,Instagram,6420.3322,Minimal,1,1,1,1,1,0,0,0,0,1,1,High,Recommendation,2472.0929,53.923371,No
26-30,Male,Working Professional,100000,2-3 months,Offline,2710.1431,Trendy,1,0,1,1,0,0,0,1,1,1,1,Medium,Fit,1057.4691,121.79717,No
26-30,Female,Working Professional,<20000,Monthly,Offline,5586.525,Formal,0,1,0,1,0,1,1,0,1,1,0,Low,Brand,2164.7384,368.73654,Yes
26-30,Male,Working Professional,<20000,Monthly,Online,2489.0784,Experimental,1,0,1,1,0,1,1,0,1,1,0,High,Price,3622.7365,216.38367,Yes
22-25,Male,Working Professional,100000,Monthly,Online,8466.2318,Trendy,1,0,1,1,1,1,1,0,1,1,0,Medium,Brand,794.87338,384.12746,Yes
22-25,Female,Working Professional,20000-50000,Rarely,Online,2614.086,Trendy,1,0,1,0,1,1,1,0,0,0,1,High,Brand,1769.3959,301.45519,Yes
30,Male,Working Professional,50000-100000,Monthly,Mixed,6052.1749,Trendy,1,1,0,1,0,1,0,0,0,1,0,Low,Recommendation,3277.3936,270.32522,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,5687.5801,Casual,1,0,1,1,1,1,1,0,1,1,0,Medium,Brand,300,352.14654,Yes
22-25,Male,Student,50000-100000,2-3 months,Mixed,4632.1756,Minimal,1,0,1,0,0,1,1,1,1,1,0,High,Price,5283.3761,198.76544,Yes
18-21,Non-binary,Student,<20000,Monthly,Offline,2658.9137,Formal,1,0,0,1,1,1,1,0,1,1,0,High,Recommendation,4067.8869,360.05924,Yes
22-25,Female,Working Professional,<20000,Rarely,Online,3697.205,Casual,1,0,0,1,0,1,1,1,1,0,1,Medium,Fit,300,237.07394,Yes
22-25,Male,Working Professional,20000-50000,Monthly,Offline,500,Minimal,1,0,0,1,0,1,1,0,0,1,1,Medium,Price,300,680.44283,Yes
22-25,Male,Student,100000,Monthly,Mixed,4448.8401,Trendy,0,0,0,0,1,1,1,1,1,0,1,Medium,Recommendation,2544.4264,129.90966,No
22-25,Non-binary,Working Professional,20000-50000,Weekly,Mixed,4699.2307,Minimal,1,0,1,1,0,1,0,1,0,1,0,High,Recommendation,819.63371,246.41271,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,4266.9988,Casual,1,0,1,1,1,1,0,1,1,1,1,Medium,Trend,3942.2399,252.46395,Yes
26-30,Male,Student,50000-100000,Monthly,Online,500,Trendy,1,0,0,1,0,1,1,1,1,0,0,High,Price,3091.0032,97.220166,Yes
26-30,Female,Working Professional,100000,Weekly,Online,1468.7271,Casual,0,1,1,1,0,1,1,1,1,1,0,Low,Brand,2685.0685,408.87189,Maybe
26-30,Female,Student,50000-100000,Monthly,Online,2503.818,Formal,1,1,0,0,1,1,0,0,1,0,0,High,Price,1644.6154,235.69139,Maybe
26-30,Female,Self-employed,100000,Monthly,Offline,4583.3179,Trendy,1,1,0,1,0,1,0,1,1,0,1,Medium,Price,4900.0115,50,Yes
30,Non-binary,Working Professional,<20000,Weekly,Mixed,4578.6778,Minimal,1,1,1,1,0,1,1,0,1,1,1,High,Trend,3630.1782,404.26929,Yes
18-21,Male,Working Professional,<20000,2-3 months,Online,3659.5524,Casual,1,0,0,1,0,1,1,0,1,1,1,Medium,Brand,3404.7487,204.57468,Yes
18-21,Male,Student,50000-100000,2-3 months,Instagram,5270.4911,Experimental,1,0,1,1,1,1,1,0,1,0,1,Low,Trend,4300.0839,284.26479,Yes
18-21,Male,Working Professional,50000-100000,Weekly,Offline,1947.5152,Minimal,1,1,0,1,1,0,1,1,1,0,1,Medium,Trend,971.7087,401.52339,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Online,5220.47,Minimal,0,1,1,1,0,0,0,0,1,0,0,Medium,Trend,4427.1068,245.29401,No
30,Female,Working Professional,20000-50000,2-3 months,Online,4949.4842,Trendy,0,1,0,1,0,0,1,1,1,1,0,Medium,Price,2103.0876,244.0655,Maybe
18-21,Female,Student,50000-100000,Monthly,Instagram,4755.1095,Minimal,0,1,1,1,0,0,1,0,1,0,0,Medium,Trend,3002.0945,669.7053,Maybe
30,Female,Working Professional,<20000,Monthly,Mixed,3635.9191,Casual,0,0,1,0,0,1,0,1,1,1,0,High,Fit,2265.3055,50,Maybe
18-21,Female,Working Professional,20000-50000,Monthly,Offline,7661.4876,Experimental,1,1,0,1,1,1,1,0,0,1,1,Low,Brand,300,107.10518,Yes
30,Female,Working Professional,20000-50000,2-3 months,Online,4986.3914,Formal,1,1,0,1,1,1,1,1,0,1,1,Medium,Brand,3936.0224,136.19086,Yes
22-25,Female,Working Professional,20000-50000,Rarely,Online,2063.3283,Experimental,1,0,0,0,0,0,0,1,1,1,0,High,Trend,300,568.35341,No
18-21,Female,Working Professional,50000-100000,2-3 months,Online,4496.611,Casual,1,1,1,1,0,1,1,1,0,1,0,High,Price,1050.2191,203.308,Yes
22-25,Female,Working Professional,20000-50000,Weekly,Offline,5504.9668,Trendy,1,0,0,0,1,1,1,1,1,0,0,Medium,Recommendation,1820.7631,336.03133,Yes
22-25,Female,Student,50000-100000,Monthly,Instagram,2823.7828,Casual,1,1,1,1,0,1,1,1,1,0,0,High,Recommendation,300,228.88827,Yes
22-25,Non-binary,Working Professional,20000-50000,2-3 months,Online,6178.5445,Minimal,1,0,0,1,1,0,0,1,1,1,1,Low,Price,849.06607,390.48005,Maybe
22-25,Male,Student,20000-50000,Weekly,Mixed,4764.0674,Trendy,0,0,0,0,0,1,1,1,1,1,0,Medium,Trend,2867.2301,298.09297,Yes
26-30,Non-binary,Working Professional,50000-100000,Rarely,Offline,500,Formal,1,1,0,1,1,1,0,1,1,1,0,High,Trend,1980.0232,337.96488,Maybe
22-25,Female,Student,20000-50000,Rarely,Offline,4599.344,Formal,0,0,0,1,1,0,0,0,1,1,0,High,Fit,2103.7707,493.08696,No
22-25,Female,Working Professional,<20000,Weekly,Mixed,3187.9417,Casual,1,1,1,0,1,1,1,0,1,1,1,High,Recommendation,1127.4903,366.04045,Yes
26-30,Male,Student,<20000,Rarely,Online,5074.3596,Minimal,1,1,0,1,0,1,1,0,1,0,0,High,Recommendation,2569.272,189.73989,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Mixed,5888.4297,Formal,1,0,1,1,0,1,1,1,0,0,0,High,Brand,2012.128,346.81006,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,4390.3241,Experimental,0,0,1,1,0,1,1,1,1,1,1,Low,Trend,300,662.79791,Yes
22-25,Female,Student,50000-100000,Monthly,Online,7330.5045,Trendy,1,1,0,1,1,1,1,0,1,1,0,Medium,Price,2198.622,384.74557,Yes
18-21,Female,Student,50000-100000,Monthly,Mixed,3642.5862,Experimental,1,1,0,0,0,1,1,0,1,1,1,High,Trend,637.13226,322.78645,Yes
18-21,Female,Student,50000-100000,2-3 months,Mixed,5249.6356,Formal,0,1,0,0,1,0,1,1,1,1,0,High,Trend,3846.5457,94.417057,Maybe
26-30,Female,Working Professional,20000-50000,2-3 months,Offline,5609.8851,Formal,0,1,1,1,1,1,0,0,1,1,1,Low,Fit,1912.7399,408.66278,Maybe
18-21,Male,Working Professional,20000-50000,Weekly,Offline,3805.3081,Casual,1,1,0,1,0,1,1,1,1,1,0,Medium,Price,6282.2866,430.83403,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Instagram,5557.5486,Casual,0,0,0,1,1,1,1,1,1,0,0,High,Fit,3950.3538,346.90847,Yes
26-30,Female,Student,<20000,Weekly,Mixed,2810.654,Trendy,1,1,0,1,1,1,1,1,1,0,0,High,Fit,2304.5962,317.11412,Yes
18-21,Male,Working Professional,<20000,Monthly,Online,3154.8632,Casual,1,1,0,1,0,1,1,1,1,1,1,Low,Fit,3369.2182,724.88095,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Mixed,1375.0226,Minimal,1,1,1,1,0,1,1,1,1,1,1,High,Fit,300,428.31416,Yes
22-25,Female,Working Professional,100000,Monthly,Online,4482.8182,Trendy,0,1,1,1,1,1,1,1,0,0,0,Medium,Trend,3943.5691,486.00424,Yes
30,Male,Working Professional,<20000,Monthly,Online,4650.5034,Minimal,1,1,0,0,1,1,1,1,0,1,0,Medium,Brand,1269.5643,310.03232,Yes
22-25,Female,Student,<20000,Weekly,Online,6358.5263,Casual,1,1,1,0,1,1,0,1,1,1,1,Medium,Trend,2634.5996,280.26084,Yes
26-30,Female,Student,50000-100000,Weekly,Offline,5582.28,Trendy,0,1,1,0,1,0,0,1,1,0,1,Medium,Fit,1408.5662,394.81486,Maybe
22-25,Female,Student,20000-50000,Weekly,Mixed,3430.4089,Formal,0,1,0,1,0,1,1,1,1,0,1,Low,Fit,1568.0224,280.11857,Yes
18-21,Female,Student,50000-100000,Monthly,Offline,1643.6406,Experimental,0,1,1,0,1,1,1,0,1,1,0,Low,Brand,2228.3019,292.4349,Maybe
26-30,Female,Student,50000-100000,Rarely,Mixed,4865.7008,Formal,1,0,0,0,0,1,1,1,1,1,1,High,Recommendation,2615.2492,369.48085,Yes
30,Male,Student,100000,Weekly,Online,6221.5063,Minimal,1,1,1,0,0,1,1,1,0,1,0,Medium,Price,2459.6262,223.07852,Yes
26-30,Female,Working Professional,20000-50000,Rarely,Instagram,5510.3699,Formal,0,1,1,0,0,1,0,0,1,0,1,High,Fit,2497.0231,333.06138,Maybe
26-30,Female,Self-employed,50000-100000,2-3 months,Mixed,6168.955,Formal,1,0,1,1,0,1,0,1,1,1,1,Low,Fit,300,312.01262,Yes
30,Female,Working Professional,20000-50000,2-3 months,Offline,3576.2209,Experimental,1,1,0,0,0,1,1,0,1,0,1,High,Trend,5998.0744,445.05385,Yes
18-21,Female,Working Professional,50000-100000,2-3 months,Offline,3066.7621,Experimental,1,0,1,1,0,1,0,1,0,1,1,High,Fit,2847.9705,208.30285,Yes
18-21,Male,Working Professional,20000-50000,2-3 months,Offline,2526.1973,Formal,1,0,0,0,0,0,1,1,1,0,0,Medium,Fit,3156.351,50,Maybe
26-30,Female,Student,<20000,Weekly,Mixed,3888.2071,Experimental,0,1,0,1,0,1,0,0,1,1,1,Medium,Price,1990.0133,253.40476,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Mixed,3842.8184,Formal,0,1,1,0,1,1,1,1,1,1,0,High,Trend,1188.768,359.5929,Yes
26-30,Female,Student,20000-50000,2-3 months,Online,4413.3553,Trendy,1,1,1,1,0,1,1,1,1,1,1,Medium,Recommendation,2726.5536,444.61612,Yes
30,Female,Working Professional,50000-100000,Monthly,Mixed,3741.4051,Formal,0,0,0,1,0,1,1,1,1,1,0,Low,Fit,2933.9154,196.07355,Yes
22-25,Female,Working Professional,50000-100000,2-3 months,Online,3732.7445,Casual,1,0,1,1,1,1,1,0,1,1,1,Medium,Fit,4452.7133,381.31498,Yes
18-21,Male,Self-employed,50000-100000,Weekly,Online,2446.6119,Experimental,1,1,0,1,0,1,1,0,0,1,1,Medium,Recommendation,5616.4265,470.27315,Yes
26-30,Female,Student,<20000,2-3 months,Mixed,5883.238,Experimental,1,0,0,1,0,1,1,1,0,0,1,High,Brand,4715.5336,412.6876,Yes
22-25,Female,Student,50000-100000,Monthly,Online,4153.0361,Minimal,1,1,1,0,1,1,1,0,1,0,0,High,Recommendation,300,181.40473,Yes
26-30,Female,Self-employed,20000-50000,Monthly,Mixed,3651.1121,Minimal,1,1,1,1,0,1,1,1,1,1,0,Medium,Recommendation,1809.3728,197.51604,Yes
22-25,Male,Student,100000,Monthly,Online,2505.1415,Casual,1,1,0,1,0,0,0,1,1,1,0,Medium,Trend,3003.7257,365.25052,No
26-30,Female,Working Professional,100000,2-3 months,Online,1336.1738,Experimental,1,0,1,1,1,1,1,1,1,1,0,Medium,Recommendation,1899.5715,543.80105,Yes
18-21,Male,Working Professional,<20000,2-3 months,Online,6615.9284,Experimental,1,0,0,1,1,1,1,0,1,1,0,Medium,Trend,2434.2598,302.12477,Yes
26-30,Male,Working Professional,50000-100000,Monthly,Online,5109.2774,Minimal,1,0,0,1,1,1,1,0,1,0,0,High,Recommendation,300,275.20084,Yes
22-25,Male,Self-employed,<20000,2-3 months,Instagram,752.16431,Minimal,1,0,0,1,0,1,0,1,1,0,0,Medium,Fit,3871.3195,94.55738,Maybe
22-25,Female,Self-employed,20000-50000,Monthly,Online,5526.2846,Formal,0,1,1,1,1,0,0,1,1,0,0,High,Fit,300,245.35697,No
18-21,Female,Student,20000-50000,Weekly,Online,5844.9623,Experimental,0,1,1,1,1,1,1,1,1,1,0,Low,Brand,300,192.71428,Yes
26-30,Male,Working Professional,<20000,Weekly,Online,4248.7522,Experimental,1,0,0,1,0,1,1,1,1,1,1,High,Recommendation,977.99382,304.07991,Yes
30,Non-binary,Working Professional,50000-100000,Weekly,Online,7196.2218,Formal,1,0,0,1,0,1,1,1,1,0,0,Medium,Price,2353.6991,73.076401,Yes
18-21,Male,Working Professional,<20000,Monthly,Instagram,4433.4393,Experimental,1,0,1,0,1,1,0,0,1,0,0,High,Recommendation,300,250.71143,Yes
18-21,Female,Student,<20000,Monthly,Online,1166.3529,Casual,1,1,1,1,0,1,1,0,1,0,0,Medium,Price,909.41165,148.65985,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Offline,4730.338,Minimal,0,0,0,1,0,1,0,0,1,0,1,Medium,Recommendation,4223.4176,441.0344,Maybe
26-30,Female,Self-employed,50000-100000,2-3 months,Mixed,4489.7946,Minimal,1,1,0,1,0,1,1,0,1,1,1,High,Trend,2331.4595,171.12415,Yes
26-30,Male,Self-employed,100000,Weekly,Offline,2793.4063,Minimal,1,0,1,1,0,0,1,1,0,0,1,Medium,Fit,3150.3205,214.14761,Maybe
22-25,Female,Working Professional,50000-100000,Monthly,Mixed,5147.1177,Trendy,1,0,1,0,0,1,1,1,1,0,1,Medium,Price,645.63582,342.31898,Yes
18-21,Female,Student,50000-100000,Monthly,Online,664.66947,Casual,1,0,0,0,0,1,0,1,1,1,0,Low,Price,2419.246,231.94266,Maybe
22-25,Male,Working Professional,20000-50000,Monthly,Online,5981.1337,Casual,1,1,1,0,0,0,1,1,0,0,0,High,Recommendation,2296.2001,653.91789,Yes
22-25,Female,Working Professional,<20000,Weekly,Mixed,2243.7566,Formal,1,1,0,1,1,1,1,1,1,1,0,Medium,Fit,1307.0943,439.57727,Yes
22-25,Male,Working Professional,<20000,Weekly,Instagram,2030.1077,Trendy,1,1,0,1,0,1,1,1,1,1,0,Medium,Brand,2423.3843,302.58099,Yes
30,Female,Working Professional,20000-50000,Rarely,Offline,3772.3505,Experimental,1,0,1,1,0,0,1,1,0,1,1,High,Price,300,355.21521,Yes
18-21,Female,Student,50000-100000,2-3 months,Offline,4865.9459,Casual,1,0,0,1,1,1,1,1,1,0,0,Low,Fit,3157.9131,50,Yes
26-30,Female,Working Professional,20000-50000,Weekly,Online,4327.8481,Trendy,0,0,0,1,1,0,1,0,1,1,1,High,Fit,1900.7609,484.75878,Maybe
22-25,Male,Working Professional,50000-100000,Monthly,Online,2514.6817,Trendy,1,1,1,1,0,1,1,1,0,1,1,High,Price,2114.1709,376.7845,Yes
22-25,Female,Self-employed,20000-50000,Monthly,Instagram,2987.8214,Casual,1,0,1,1,0,1,0,1,1,0,0,High,Trend,3777.6487,289.02633,Yes
26-30,Female,Working Professional,<20000,2-3 months,Offline,1733.9153,Formal,1,1,1,0,0,0,0,1,1,0,0,Medium,Trend,3148.0502,384.87745,No
26-30,Non-binary,Working Professional,<20000,Monthly,Online,3550.6402,Trendy,1,0,0,1,1,1,1,0,1,0,0,Low,Recommendation,2022.4912,403.17739,Yes
30,Female,Working Professional,50000-100000,Weekly,Mixed,18450.127,Minimal,1,0,1,1,0,1,1,0,1,1,1,Medium,Recommendation,1650.2419,237.54412,Yes
18-21,Female,Student,50000-100000,2-3 months,Online,3991.4741,Trendy,1,1,1,1,0,1,1,0,1,0,1,Low,Fit,4492.9921,357.02431,Yes
18-21,Female,Self-employed,100000,Monthly,Online,5718.8285,Experimental,1,0,0,1,1,1,1,0,1,0,1,Low,Price,489.817,457.30868,Yes
26-30,Female,Working Professional,<20000,Monthly,Mixed,6910.8027,Casual,1,1,1,0,0,1,0,1,0,0,0,Medium,Trend,3444.0504,368.23466,Yes
22-25,Male,Working Professional,100000,Monthly,Instagram,2823.963,Experimental,0,0,0,0,1,1,1,1,1,1,0,Medium,Fit,300,262.1091,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Offline,3626.8535,Formal,1,0,1,0,1,1,1,1,1,0,1,High,Trend,3876.81,344.49761,Maybe
18-21,Female,Working Professional,<20000,Monthly,Online,8342.3857,Minimal,0,1,1,0,0,1,1,0,1,1,0,Medium,Price,4015.9013,507.33586,Yes
18-21,Female,Working Professional,100000,Monthly,Online,6888.6868,Casual,0,0,0,1,0,1,1,0,1,1,0,High,Trend,300,417.59639,Yes
30,Male,Working Professional,20000-50000,Monthly,Offline,655.19095,Trendy,1,1,1,0,0,1,1,1,0,1,1,Medium,Brand,3174.0026,125.53993,Yes
18-21,Female,Student,50000-100000,Weekly,Online,4774.2966,Minimal,1,1,0,0,1,1,0,1,0,1,0,Low,Recommendation,3049.7555,388.00257,Yes
22-25,Female,Working Professional,<20000,2-3 months,Mixed,4001.12,Trendy,0,0,1,1,1,1,1,1,1,1,1,Medium,Trend,3554.574,368.12369,Yes
18-21,Female,Student,20000-50000,Weekly,Mixed,5652.9062,Formal,1,1,0,1,1,0,1,1,1,1,1,Medium,Price,3047.8604,474.61703,Yes
22-25,Female,Working Professional,100000,Weekly,Mixed,2510.0425,Casual,1,0,0,1,0,1,1,1,1,1,1,Low,Price,1056.5265,304.92293,Yes
18-21,Female,Student,20000-50000,2-3 months,Online,2320.7833,Formal,0,1,1,1,1,1,1,1,1,1,1,Medium,Brand,2174.1505,244.59896,Maybe
22-25,Female,Working Professional,50000-100000,2-3 months,Instagram,2647.8586,Formal,1,1,1,1,0,1,1,1,1,1,1,Medium,Price,4996.9698,94.775278,Yes
18-21,Male,Working Professional,<20000,2-3 months,Online,2856.1429,Formal,1,1,0,0,0,1,1,1,1,1,1,Medium,Brand,838.27979,195.81084,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Online,5630.6483,Formal,1,1,1,1,0,1,1,1,1,0,1,High,Fit,2984.2869,481.19184,Yes
18-21,Male,Working Professional,20000-50000,Monthly,Online,1637.5977,Trendy,1,1,1,1,1,1,1,1,1,0,0,Medium,Trend,4226.8808,329.69347,Yes
22-25,Non-binary,Working Professional,20000-50000,2-3 months,Online,2754.7722,Experimental,1,1,0,1,1,1,0,1,0,1,0,Medium,Price,1013.8708,285.03183,Maybe
30,Female,Student,20000-50000,2-3 months,Mixed,500,Trendy,1,0,0,1,0,1,1,0,1,0,0,Medium,Recommendation,374.82003,494.34357,Yes
26-30,Female,Working Professional,<20000,Monthly,Online,6014.2356,Minimal,1,1,1,1,1,1,1,1,1,0,0,Medium,Trend,600.8465,463.44037,Yes
22-25,Female,Working Professional,100000,Rarely,Online,6542.0602,Formal,1,0,0,1,0,0,0,0,1,0,0,High,Brand,3092.457,189.63817,Maybe
22-25,Male,Student,20000-50000,Weekly,Mixed,3345.8531,Minimal,1,1,1,1,0,1,1,0,0,1,0,Medium,Trend,588.09434,480.14945,Yes
22-25,Female,Working Professional,20000-50000,Rarely,Online,10212.304,Trendy,1,1,1,1,0,1,1,1,1,0,0,Medium,Trend,4593.9199,51.212845,Yes
26-30,Female,Working Professional,20000-50000,2-3 months,Instagram,4906.4438,Formal,0,1,1,1,1,1,0,1,1,1,0,Low,Price,4556.9071,368.93174,Maybe
30,Female,Working Professional,20000-50000,2-3 months,Online,6948.964,Trendy,0,1,0,1,0,1,1,1,1,1,1,High,Recommendation,2423.0378,351.19626,Yes
26-30,Male,Student,50000-100000,Rarely,Online,4817.2215,Formal,1,1,1,1,0,0,0,0,1,1,1,High,Fit,1333.2808,472.46729,Maybe
22-25,Male,Working Professional,100000,2-3 months,Mixed,2604.9161,Trendy,1,0,0,0,1,1,1,1,1,1,1,Medium,Recommendation,2688.1145,357.15175,Yes
26-30,Female,Student,20000-50000,Weekly,Online,762.35486,Casual,0,0,1,0,1,0,1,1,0,1,0,Medium,Brand,2396.9907,263.31597,No
22-25,Male,Student,100000,Monthly,Offline,1769.7475,Experimental,1,1,0,0,1,1,0,1,0,1,0,Medium,Recommendation,3178.9865,275.16559,Maybe
18-21,Female,Self-employed,20000-50000,Weekly,Online,4146.4389,Experimental,0,1,0,1,0,0,1,1,1,0,0,Low,Recommendation,4928.7168,703.98735,Maybe
22-25,Female,Working Professional,<20000,Monthly,Online,2689.345,Formal,0,1,0,1,1,1,0,1,0,1,0,High,Brand,3095.1533,312.39607,No
30,Male,Working Professional,50000-100000,2-3 months,Online,4389.9354,Casual,0,1,0,1,0,1,1,1,1,0,0,Medium,Recommendation,5550.6738,389.56135,Yes
18-21,Female,Student,20000-50000,Monthly,Online,2894.152,Minimal,1,0,1,1,1,1,1,0,1,1,1,High,Fit,3182.9529,50,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Online,1883.7071,Casual,1,1,1,1,0,1,1,0,1,0,1,Low,Trend,1349.0031,175.89647,Yes
18-21,Female,Working Professional,100000,Monthly,Instagram,1645.9367,Formal,0,0,1,1,1,1,1,0,1,1,0,High,Fit,5932.4545,377.81521,Maybe
22-25,Male,Working Professional,20000-50000,2-3 months,Online,7124.709,Casual,1,0,0,1,0,1,1,1,1,1,1,High,Trend,2312.773,57.821621,Yes
18-21,Male,Working Professional,100000,Weekly,Online,5777.9755,Minimal,0,0,0,1,0,0,1,0,0,1,1,High,Trend,917.66165,382.40983,Maybe
22-25,Male,Student,50000-100000,Monthly,Online,7461.0359,Formal,1,1,1,0,1,1,1,1,1,1,1,Medium,Recommendation,5985.593,191.2312,Yes
26-30,Male,Working Professional,20000-50000,Weekly,Mixed,5079.9018,Experimental,0,1,1,1,0,0,1,0,1,1,0,Medium,Trend,1400.3247,144.9223,Maybe
22-25,Female,Working Professional,50000-100000,2-3 months,Mixed,3140.0172,Casual,1,0,0,1,0,1,1,0,1,1,1,High,Brand,1341.4159,190.67456,Yes
26-30,Female,Student,20000-50000,Weekly,Instagram,6646.6818,Experimental,1,1,1,0,0,1,1,0,1,1,0,High,Fit,1672.7942,529.13083,Yes
26-30,Female,Student,100000,2-3 months,Mixed,3933.864,Experimental,1,0,1,1,1,1,1,1,1,1,0,High,Trend,2746.9396,350.01269,Yes
30,Female,Student,50000-100000,Monthly,Online,4441.6835,Trendy,0,1,1,0,0,1,1,1,1,0,1,Medium,Recommendation,3896.2921,163.43454,Yes
18-21,Female,Student,<20000,Weekly,Online,11743.054,Minimal,0,1,0,1,1,1,1,0,0,1,0,High,Recommendation,600,416.30098,Yes
22-25,Male,Working Professional,20000-50000,Rarely,Offline,500,Casual,1,0,1,0,1,1,0,0,1,0,1,Medium,Recommendation,3889.7507,424.46075,Maybe
18-21,Female,Working Professional,50000-100000,Weekly,Offline,7209.47,Experimental,1,1,0,1,1,0,1,1,1,1,1,Medium,Price,1668.1981,242.80378,Yes
30,Female,Student,<20000,Monthly,Online,4982.0079,Experimental,1,0,1,1,0,1,0,1,0,1,0,Low,Fit,1880.6583,443.87604,Yes
30,Female,Student,<20000,Weekly,Online,4659.6461,Minimal,1,1,0,1,1,1,0,1,1,1,0,High,Recommendation,5072.7877,451.01245,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Mixed,3876.4479,Experimental,1,1,1,0,0,1,0,1,1,1,0,Medium,Brand,2819.9622,427.6998,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Mixed,4326.8556,Experimental,1,0,1,1,0,0,0,1,0,1,0,High,Recommendation,3171.552,198.9372,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Online,2805.4421,Experimental,1,1,0,1,1,1,0,1,1,1,0,Medium,Price,2427.1598,123.14222,Maybe
26-30,Female,Working Professional,20000-50000,Weekly,Instagram,5233.1587,Experimental,0,0,1,1,1,1,1,0,0,1,0,Medium,Fit,3645.4639,50,Yes
18-21,Male,Working Professional,<20000,Monthly,Online,1385.8033,Trendy,1,1,1,0,0,1,1,1,1,1,0,Medium,Trend,4927.0159,201.6728,Yes
26-30,Female,Student,50000-100000,2-3 months,Online,4372.1369,Trendy,1,0,0,0,0,1,0,1,1,1,1,Low,Fit,300,244.82836,Yes
18-21,Female,Student,20000-50000,2-3 months,Online,5123.1469,Formal,1,0,0,0,1,1,1,0,1,1,0,Medium,Trend,4126.927,257.03459,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Online,3602.6617,Casual,0,1,0,1,1,0,1,0,0,0,1,High,Trend,4820.5496,292.91947,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Online,4741.7356,Minimal,1,0,1,1,0,0,1,1,0,0,0,Medium,Recommendation,3251.5949,559.94828,Yes
26-30,Non-binary,Working Professional,20000-50000,Monthly,Mixed,2017.3312,Formal,1,1,1,0,0,1,0,0,1,1,1,Medium,Brand,1483.9564,249.06342,Yes
18-21,Male,Working Professional,<20000,Monthly,Online,2068.3465,Trendy,1,1,1,0,0,1,0,1,1,1,1,Medium,Brand,771.59133,292.68388,Maybe
22-25,Female,Working Professional,<20000,Weekly,Offline,4473.4342,Trendy,0,1,0,1,1,1,1,1,1,1,0,Low,Recommendation,6042.7685,50,Yes
22-25,Male,Student,<20000,Monthly,Online,5357.0993,Trendy,1,0,0,1,0,0,0,0,1,1,1,Medium,Price,1142.5245,634.19572,Maybe
22-25,Female,Working Professional,50000-100000,Monthly,Online,500,Formal,0,1,0,1,1,1,1,0,1,0,1,Low,Trend,4776.4624,102.61389,Maybe
18-21,Female,Student,50000-100000,Monthly,Mixed,5044.0413,Trendy,1,1,1,1,1,1,1,1,0,1,1,Medium,Brand,3085.767,193.97179,Yes
30,Female,Student,50000-100000,Monthly,Offline,2913.597,Formal,1,0,0,0,1,1,1,0,1,1,0,High,Fit,5568.7462,404.35831,Yes
22-25,Female,Working Professional,50000-100000,Rarely,Mixed,3614.3878,Trendy,1,1,0,0,1,1,1,0,1,1,1,Low,Price,2022.6098,336.92887,Yes
22-25,Female,Working Professional,50000-100000,Weekly,Mixed,1320.9642,Experimental,1,0,1,1,0,1,0,0,0,1,1,High,Recommendation,300,546.47794,Maybe
22-25,Male,Self-employed,20000-50000,2-3 months,Online,2296.7655,Experimental,1,1,1,0,0,1,1,1,0,0,1,Low,Price,2503.2563,408.00205,Yes
22-25,Male,Working Professional,50000-100000,2-3 months,Online,5932.2507,Casual,1,1,0,1,1,1,1,1,1,1,1,Low,Brand,300,287.80739,Yes
26-30,Female,Student,<20000,Monthly,Mixed,4065.7267,Trendy,0,1,0,1,0,1,1,1,1,1,0,Low,Recommendation,6515.5908,456.61258,Yes
22-25,Female,Student,50000-100000,Monthly,Mixed,3234.4432,Casual,1,1,1,1,0,0,1,0,1,1,0,High,Brand,3444.2473,474.19619,Yes
30,Female,Working Professional,50000-100000,Monthly,Offline,3767.0233,Formal,1,0,1,0,0,0,0,1,1,1,0,Low,Trend,3667.1957,200.97619,No
22-25,Female,Working Professional,20000-50000,Weekly,Instagram,4978.4236,Casual,0,0,0,0,1,1,1,0,1,0,0,Medium,Price,3668.1554,444.45441,Yes
30,Female,Working Professional,20000-50000,Monthly,Instagram,4880.989,Trendy,1,0,1,0,1,0,1,1,1,1,0,Medium,Trend,1459.6155,266.66083,Yes
